sample,D,extractant,abbreviation,[extracant]_M,org_ligand,[org_ligand]_M,organic_diluent,acid,[acid]_M,T_K,contact_time,contact_time_units,additional_info
Eu(III),0.192,2-ethylhexyl diamide amine,ADAAM(EH),0.4,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Eu(III),0.24,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Eu(III),0.293,2-ethylhexyl diamide amine,ADAAM(EH),0.6,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Am(III),0.388,2-ethylhexyl diamide amine,ADAAM(EH),0.04,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Am(III),0.664,2-ethylhexyl diamide amine,ADAAM(EH),0.06,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Am(III),1.07,2-ethylhexyl diamide amine,ADAAM(EH),0.1,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Am(III),2.73,2-ethylhexyl diamide amine,ADAAM(EH),0.2,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Am(III),3.83,2-ethylhexyl diamide amine,ADAAM(EH),0.3,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Am(III),5.22,2-ethylhexyl diamide amine,ADAAM(EH),0.4,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Am(III),6.19,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Am(III),7.12,2-ethylhexyl diamide amine,ADAAM(EH),0.6,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Eu(III),0.0107,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,0.1,298.15,20,min,
Eu(III),0.0301,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,0.2,298.15,20,min,
Eu(III),0.0887,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,0.4,298.15,20,min,
Eu(III),0.158,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,0.6,298.15,20,min,
Eu(III),0.237,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,1.0,298.15,20,min,
Eu(III),0.255,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Eu(III),0.21,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,2.0,298.15,20,min,
Eu(III),0.124,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,3.0,298.15,20,min,
Eu(III),0.059,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,4.0,298.15,20,min,
Am(III),0.21,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,0.1,298.15,20,min,
Am(III),0.768,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,0.2,298.15,20,min,
Am(III),2.32,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,0.4,298.15,20,min,
Am(III),4.32,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,0.6,298.15,20,min,
Am(III),6.49,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,1.0,298.15,20,min,
Am(III),6.81,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Am(III),5.23,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,2.0,298.15,20,min,
Am(III),2.49,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,3.0,298.15,20,min,
Am(III),0.845,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,4.0,298.15,20,min,
Nd(III),2.37,2-ethylhexyl diamide amine,ADAAM(EH),0.1,,,n-Dodecane,HNO3,1.5,298.15,5,s,
Nd(III),2.93,2-ethylhexyl diamide amine,ADAAM(EH),0.1,,,n-Dodecane,HNO3,1.5,298.15,10,s,
Nd(III),3.06,2-ethylhexyl diamide amine,ADAAM(EH),0.1,,,n-Dodecane,HNO3,1.5,298.15,30,s,
Nd(III),3.27,2-ethylhexyl diamide amine,ADAAM(EH),0.1,,,n-Dodecane,HNO3,1.5,298.15,1,min,
Nd(III),3.06,2-ethylhexyl diamide amine,ADAAM(EH),0.1,,,n-Dodecane,HNO3,1.5,298.15,2,min,
Nd(III),3.2,2-ethylhexyl diamide amine,ADAAM(EH),0.1,,,n-Dodecane,HNO3,1.5,298.15,3,min,
Pu(IV),0.0053,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.2,295.15,5,min,0.05 g/L Pu; 60 g/L U
Pu(IV),0.007,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.2,295.15,5,min,1 g/L Pu; 33.16 g/L U
Pu(IV),0.037,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.3,295.15,5,min,1 g/L Pu; 34.54 g/L U
Pu(IV),0.396,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.4,295.15,5,min,1 g/L Pu; 32.46 g/L U
Pu(IV),0.05,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,1 g/L Pu; 35.3 g/L U
Pu(IV),0.095,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,1 g/L Pu; 36.8 g/L U
Pu(IV),0.344,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,2.0,295.15,5,min,1 g/L Pu; 44.52 g/L U
Pu(IV),1.005,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,3.0,295.15,5,min,1 g/L Pu; 44.51 g/L U
Pu(IV),3.195,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,4.0,295.15,5,min,1 g/L Pu; 45.54 g/L U
Pu(IV),0.081,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,1 g/L Pu; 0 g/L U
Pu(IV),0.06,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,1 g/L Pu; 16.73 g/L U
Pu(IV),0.036,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,1 g/L Pu; 27.9 g/L U
Pu(IV),0.037,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,1 g/L Pu; 29.01 g/L U
Pu(IV),0.03,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,1 g/L Pu; 32.09 g/L U
Pu(IV),0.029,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,1 g/L Pu; 32.1 g/L U
Pu(IV),0.04,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,1 g/L Pu; 32.13 g/L U
Pu(IV),0.036,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,1 g/L Pu; 32.86 g/L U
Pu(IV),0.025,acetohydroxamic acid,AHA,1.0,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,1 g/L Pu; 33.01 g/L U
Pu(IV),0.035,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,1 g/L Pu; 33.24 g/L U
Pu(IV),0.008,acetohydroxamic acid,AHA,3.0,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,1 g/L Pu; 33.96 g/L U
Pu(IV),0.031,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,1 g/L Pu; 34.41 g/L U
Pu(IV),0.025,acetohydroxamic acid,AHA,0.3,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,1 g/L Pu; 34.7 g/L U
Pu(IV),0.051,acetohydroxamic acid,AHA,0.03,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,1 g/L Pu; 35.9 g/L U
Pu(IV),0.102,acetohydroxamic acid,AHA,0.01,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,1 g/L Pu; 36.95 g/L U
Pu(IV),0.057,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,1 g/L Pu; 38.03 g/L U
Pu(IV),0.037,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,1 g/L Pu; 48.24 g/L U
Pu(IV),0.036,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,1 g/L Pu; 62.74 g/L U
Pu(IV),0.035,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,1 g/L Pu; 72.91 g/L U
Pu(IV),0.0007,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.1,295.15,5,min,0.05 g/L Pu; 0 g/L U
Pu(IV),0.0009,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.2,295.15,5,min,0.05 g/L Pu; 0 g/L U
Pu(IV),0.0029,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.4,295.15,5,min,0.05 g/L Pu; 0 g/L U
Pu(IV),0.0082,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.6,295.15,5,min,0.05 g/L Pu; 0 g/L U
Pu(IV),0.026,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,0.05 g/L Pu; 0 g/L U
Pu(IV),0.098,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.5,295.15,5,min,0.05 g/L Pu; 0 g/L U
Pu(IV),0.131,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,2.0,295.15,5,min,0.05 g/L Pu; 0 g/L U
Pu(IV),0.23,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,3.0,295.15,5,min,0.05 g/L Pu; 0 g/L U
Pu(IV),0.0016,acetohydroxamic acid,AHA,0.25,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.2,295.15,5,min,0.05 g/L Pu; 0 g/L U
Pu(IV),0.004,acetohydroxamic acid,AHA,0.05,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.2,295.15,5,min,0.05 g/L Pu; 0 g/L U
Pu(IV),0.022,acetohydroxamic acid,AHA,0.025,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.2,295.15,5,min,0.05 g/L Pu; 0 g/L U
Pu(IV),0.0035,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.2,295.15,5,min,0.05 g/L Pu; 3.28 g/L U
Pu(IV),0.0031,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.2,295.15,5,min,0.05 g/L Pu; 6.59 g/L U
Pu(IV),0.0052,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.2,295.15,5,min,0.05 g/L Pu; 9.89 g/L U
Pu(IV),0.005,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.2,295.15,5,min,0.05 g/L Pu; 13.8 g/L U
Pu(IV),0.0065,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.2,295.15,5,min,0.05 g/L Pu; 18.7 g/L U
Pu(IV),0.045,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,1.15 g/L Pu; 0 g/L U
Pu(IV),0.041,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,2.29 g/L Pu; 0 g/L U
Pu(IV),0.041,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,5.62 g/L Pu; 0 g/L U
Pu(IV),0.045,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,8.05 g/L Pu; 0 g/L U
Pu(IV),0.044,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,11.59 g/L Pu; 0 g/L U
Pu(IV),0.07,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,23.97 g/L Pu; 0 g/L U
Pu(IV),0.108,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,33.57 g/L Pu; 0 g/L U
Pu(IV),0.0051,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.1,295.15,5,min,9.95 g/L Pu; 0 g/L U
Pu(IV),0.011,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.5,295.15,5,min,11.22 g/L Pu; 0 g/L U
Pu(IV),0.023,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.75,295.15,5,min,13.1 g/L Pu; 0 g/L U
Pu(IV),0.054,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,10.86 g/L Pu; 0 g/L U
Pu(IV),0.132,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.5,295.15,5,min,11.09 g/L Pu; 0 g/L U
Pu(IV),0.205,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,2.0,295.15,5,min,10.36 g/L Pu; 0 g/L U
Pu(IV),1.296,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,5.0,295.15,5,min,10.33 g/L Pu; 0 g/L U
Pu(IV),4.165,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,7.0,295.15,5,min,10.33 g/L Pu; 0 g/L U
Pu(IV),0.205,acetohydroxamic acid,AHA,0.05,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,11.33 g/L Pu; 0 g/L U
Pu(IV),0.15,acetohydroxamic acid,AHA,0.1,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,11.56 g/L Pu; 0 g/L U
Pu(IV),0.082,acetohydroxamic acid,AHA,0.25,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,11.48 g/L Pu; 0 g/L U
Pu(IV),0.048,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,11.32 g/L Pu; 0 g/L U
Pu(IV),0.029,acetohydroxamic acid,AHA,0.75,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,11.75 g/L Pu; 0 g/L U
Pu(IV),0.028,acetohydroxamic acid,AHA,1.0,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,10.76 g/L Pu; 0 g/L U
Pu(IV),0.015,acetohydroxamic acid,AHA,2.0,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,11.12 g/L Pu; 0 g/L U
Pu(IV),0.042,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,11.5 g/L Pu; 0 g/L U
Pu(IV),0.044,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,11.63 g/L Pu; 0.9 g/L U
Pu(IV),0.047,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,10.82 g/L Pu; 4.4 g/L U
Pu(IV),0.047,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,10.27 g/L Pu; 8.7 g/L U
Pu(IV),0.04,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,9.05 g/L Pu; 23 g/L U
Pu(IV),0.035,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,11.78 g/L Pu; 32 g/L U
Pu(IV),0.024,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.0,295.15,5,min,11.49 g/L Pu; 44 g/L U
Pu(IV),0.019,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.2,295.15,5,min,12 g/L Pu; 58 g/L U
Pu(IV),0.0034,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.2,295.15,5,min,0.05 g/L Pu; 0 g/L U
Pu(IV),0.0034,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.2,295.15,5,min,0.05 g/L Pu; 5 g/L U
Pu(IV),0.0036,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.2,295.15,5,min,0.05 g/L Pu; 20 g/L U
Pu(IV),0.0048,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.2,295.15,5,min,0.05 g/L Pu; 40 g/L U
Pu(IV),0.0029,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.75,295.15,5,min,0.05 g/L Pu; 60 g/L U
Pu(IV),0.0004,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,1.5,295.15,5,min,0.05 g/L Pu; 60 g/L U
Pu(IV),0.0006,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,2.0,295.15,5,min,0.05 g/L Pu; 60 g/L U
Pu(IV),0.0161,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,3.0,295.15,5,min,0.05 g/L Pu; 60 g/L U
Pu(IV),0.0639,acetohydroxamic acid,AHA,0.5,TBP,30.0,Odourless kerosene or exxon d-80,HNO3,0.2,295.15,5,min,0.05 g/L Pu; 60 g/L U
Th232,0.231,"2,6'-bis(tetrabutyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",BuBTBP,0.0005,,,cyclohexanone,HNO3,1.0,,5,min,
Th232,0.257,"2,6'-bis(tetrabutyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",BuBTBP,0.001,,,cyclohexanone,HNO3,1.0,,5,min,
Th232,0.27,"2,6'-bis(tetrabutyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",BuBTBP,0.005,,,cyclohexanone,HNO3,1.0,,5,min,
Th232,0.231,"2,6'-bis(tetrabutyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",BuBTBP,0.01,,,cyclohexanone,HNO3,1.0,,5,min,
U235,0.801,"2,6'-bis(tetrabutyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",BuBTBP,0.0005,,,cyclohexanone,HNO3,1.0,,5,min,
U235,0.87,"2,6'-bis(tetrabutyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",BuBTBP,0.001,,,cyclohexanone,HNO3,1.0,,5,min,
U235,0.952,"2,6'-bis(tetrabutyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",BuBTBP,0.005,,,cyclohexanone,HNO3,1.0,,5,min,
U235,0.835,"2,6'-bis(tetrabutyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",BuBTBP,0.01,,,cyclohexanone,HNO3,1.0,,5,min,
U238,0.781,"2,6'-bis(tetrabutyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",BuBTBP,0.0005,,,cyclohexanone,HNO3,1.0,,5,min,
U238,0.808,"2,6'-bis(tetrabutyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",BuBTBP,0.001,,,cyclohexanone,HNO3,1.0,,5,min,
U238,0.899,"2,6'-bis(tetrabutyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",BuBTBP,0.005,,,cyclohexanone,HNO3,1.0,,5,min,
U238,0.848,"2,6'-bis(tetrabutyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",BuBTBP,0.01,,,cyclohexanone,HNO3,1.0,,5,min,
Np237,0.213,"2,6'-bis(tetrabutyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",BuBTBP,0.0005,,,cyclohexanone,HNO3,1.0,,5,min,
Np237,0.277,"2,6'-bis(tetrabutyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",BuBTBP,0.001,,,cyclohexanone,HNO3,1.0,,5,min,
Np237,1.24,"2,6'-bis(tetrabutyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",BuBTBP,0.005,,,cyclohexanone,HNO3,1.0,,5,min,
Np237,2.22,"2,6'-bis(tetrabutyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",BuBTBP,0.01,,,cyclohexanone,HNO3,1.0,,5,min,
Am(III),25.1,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.0001,293.15,120,min,
Am(III),22.5,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00025,293.15,120,min,
Am(III),14.0,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.001,293.15,120,min,
Am(III),8.2,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.01,293.15,120,min,
Am(III),0.1,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.1,293.15,120,min,
Am(III),0.2,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,1.0,293.15,120,min,
Eu(III),3.2,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.0001,293.15,120,min,
Eu(III),3.2,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00025,293.15,120,min,
Eu(III),2.5,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.001,293.15,120,min,
Eu(III),1.5,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.01,293.15,120,min,
Eu(III),0.1,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.1,293.15,120,min,
Eu(III),0.1,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,1.0,293.15,120,min,
Am(III),22.5,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,120,min,0.1M NaNO3
Am(III),22.6,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,120,min,0.5M NaNO3
Am(III),24.0,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,120,min,1M NaNO3
Am(III),23.5,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,120,min,2M NaNO3
Am(III),31.5,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,120,min,3M NaNO3
Am(III),45.0,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,120,min,4M NaNO3
Eu(III),3.0,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,120,min,0.1M NaNO3
Eu(III),3.0,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,120,min,0.5M NaNO3
Eu(III),3.5,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,120,min,1M NaNO3
Eu(III),4.0,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,120,min,2M NaNO3
Eu(III),4.5,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,120,min,3M NaNO3
Eu(III),7.0,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,120,min,4M NaNO3
Am(III),6.5,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,5,min,
Am(III),14.0,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,15,min,
Am(III),19.0,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,30,min,
Am(III),22.0,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,60,min,
Am(III),22.5,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,120,min,
Am(III),22.4,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,180,min,
Eu(III),2.5,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,5,min,
Eu(III),4.0,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,15,min,
Eu(III),2.6,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,30,min,
Eu(III),2.9,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,60,min,
